"yearNumber","Time","dcAnnualHealthUS","dcOUDNoTxExcess","dcOUDTxExcess","dcMethadone","dcBuprenorphine","dcNaltrexone","dcOverdoseNonfatal","dcOverdoseFatal","dcNetProductivity","dcCM","dcTherapy","dcHubSpoke","dcED","dcTH","nRun"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5156.06278859541,4612.64049696831,13027.631437695,3256.84697892892,2654.73362393364,574331.120494782,2758.46708878212,3874.29818340462,24087.50159201,514.896505171732,0,"494"
0,2021,6520,7598,6078,6495.46506347763,7171.88144524698,14246.6438045006,4376.93,3567.74,771853,0,0,0,0,0,"495"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,6306.2767606579,6962.99169441455,13831.6930140782,4249.44660194175,3463.82524271845,749371.844660194,1295.05604464232,1815.02749557037,13461.025529296,218.266226202593,0,"495"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,6122.59879675524,6760.18611108208,13428.828169008,4125.6763125648,3362.93712885286,727545.480252616,2514.67193134431,3524.32523411723,26137.9136491184,423.817914956492,0,"495"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,5944.2706764614,6563.28748648746,13037.6972514641,4005.51098307263,3264.98750374064,706354.835196714,3662.14358933638,5132.51247686975,38064.9227899782,617.210555761881,0,"495"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,5771.13657908873,6372.12377328879,12657.9584965671,3888.84561463362,3169.89078033072,685781.393394868,3555.47921294794,4983.02182220364,36956.2357184254,599.233549283379,0,"495"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,5603.04522241625,6186.52793523184,12289.2800937544,3775.57826663458,3077.56386439876,665807.17805327,3451.92156596888,4837.88526427538,35879.8405033257,581.78014493532,0,"495"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,5439.84973050121,6006.33780119596,11931.339896849,3665.60996760639,2987.92608194054,646414.735974049,3351.38016113483,4696.97598473338,34834.7966051706,564.835092170213,0,"495"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,5281.40750534098,5831.39592349122,11583.8251425718,3558.84462874406,2900.89910868014,627587.122304901,3253.76714673285,4560.17085896444,33820.1908788064,548.383584631275,0,"495"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,5127.5801022728,5661.54944028274,11246.4321772542,3455.18895994569,2816.4069016312,609307.885732914,3158.99722983771,4427.35034850917,32835.1367755402,532.41124721483,0,"495"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,4978.23310900272,5496.64994202208,10918.8661915089,3354.55238829679,2734.37563265165,591561.054109625,3066.98760178419,4298.39839661084,31878.7735684856,516.904123509544,0,"495"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,4833.23602815798,5336.55334176901,10600.84096263,3256.84697892892,2654.73362393364,574331.120494782,2977.65786580989,4173.20232680664,30950.2656004714,501.848663601499,0,"495"
0,2021,6520,7598,6078,7730.64990157238,5846.21261734283,19142.6992112987,4376.93,3567.74,771853,0,0,0,0,0,"496"
1,2022,6330.09708737864,7376.69902912621,5900.97087378641,7505.48534133241,5675.93457994449,18585.1448653386,4249.44660194175,3463.82524271845,749371.844660194,1005.51595142771,1243.04351347279,12234.3554793024,171.319291537652,0,"496"
2,2023,6145.72532755208,7161.84371759827,5729.09793571496,7286.87897216739,5510.61609703349,18043.8299663481,4125.6763125648,3362.93712885286,727545.480252616,1952.45815811206,2413.67672518988,23756.0300568979,332.658818519712,0,"496"
3,2024,5966.7236189826,6953.24632776531,5562.2310055485,7074.63977880329,5350.11271556649,17518.2815207263,4005.51098307263,3264.98750374064,706354.835196714,2843.38566715349,3515.06319202409,34596.1602770358,484.45459007725,0,"496"
4,2025,5792.93555241029,6750.7245900634,5400.22427723156,6868.58230951776,5194.28418987038,17008.0403113848,3888.84561463362,3169.89078033072,685781.393394868,2760.56860888688,3412.682710703,33588.5051233358,470.344262210923,0,"496"
5,2026,5624.20927418475,6554.10154375088,5242.93619148695,6668.52651409491,5042.99435909746,16512.6604964901,3775.57826663458,3077.56386439876,665807.17805327,2680.16369794843,3313.28418514854,32610.1991488697,456.644914767886,0,"496"
6,2027,5460.39735357743,6363.20538228241,5090.22931212325,6474.29758649991,4896.11102824996,16031.7092198933,3665.60996760639,2987.92608194054,646414.735974049,2602.10067761984,3216.78076228014,31660.3875231744,443.34457744455,0,"496"
7,2028,5301.35665395867,6177.8693031868,4941.9702059449,6285.72581213584,4753.50585266986,15564.7662329061,3558.84462874406,2900.89910868014,627587.122304901,2526.31133749499,3123.08811871858,30738.2403137616,430.431628586941,0,"496"
8,2029,5146.94820772686,5997.93136231728,4798.0293261601,6102.64641954936,4615.05422589307,15111.4235270933,3455.18895994569,2816.4069016312,609307.885732914,2452.72945387863,3032.12438710542,29842.9517609336,417.894785035865,0,"496"
9,2030,4997.03709488045,5823.23433234688,4658.28089918456,5924.89943645568,4480.63517076997,14671.2849777605,3354.55238829679,2734.37563265165,591561.054109625,2381.290731921,2943.81008456837,28973.7395737219,405.723092267831,0,"496"
10,2031,4851.49232512665,5653.62556538532,4522.60281474229,5752.32954995697,4350.13123375725,14243.9659978257,3256.84697892892,2654.73362393364,574331.120494782,2311.93274943786,2858.06804327026,28129.844246332,393.905914823136,0,"496"
